         city_name         | state_name |                      airline_name                       | passengers 
 Cortez, CO                | Colorado   | Boutique Air                                            |       0
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    2230
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |   28035
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     703
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |    3569
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |    2474
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    5786
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     357
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |    3415
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |     451
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |    2608
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |   23828
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    3689
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |    6867
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |   16135
 Colorado Springs, CO      | Colorado   | ExpressJet Airlines Inc.                                |       0
 Denver, CO                | Colorado   | GoJet Airlines LLC d/b/a United Express                 |       0
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |     391
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |   12709
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     131
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     559
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |   31037
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |     208
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     316
 Denver, CO                | Colorado   | American Airlines Inc.                                  |     428
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    6210
 Denver, CO                | Colorado   | Trans States Airlines                                   |       0
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |    4010
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    5171
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |      11
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |   14547
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |    5719
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |    4926
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |    1178
 Denver, CO                | Colorado   | Kalitta Charters II                                     |    8878
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |     190
 Denver, CO                | Colorado   | United Parcel Service                                   |  433940
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |    2694
 Denver, CO                | Colorado   | American Airlines Inc.                                  |     466
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     351
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |    4198
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |   29343
 Grand Junction, CO        | Colorado   | Federal Express Corporation                             |   66319
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    3203
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |   33389
 Denver, CO                | Colorado   | American Airlines Inc.                                  |       0
 Denver, CO                | Colorado   | Jet Aviation Flight Services, Inc.                      |       0
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     186
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |       2
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    9331
 Denver, CO                | Colorado   | Delta Air Lines Inc.                                    |    7102
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |    2767
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     509
 Denver, CO                | Colorado   | Federal Express Corporation                             | 1163906
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     104
 Denver, CO                | Colorado   | SkyWest Airlines Inc.                                   |       0
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |    2812
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |     760
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    8211
 Grand Junction, CO        | Colorado   | Swift Air, LLC                                          |       0
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |   43786
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     235
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    9744
 Grand Junction, CO        | Colorado   | Federal Express Corporation                             |  321148
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    1828
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |      64
 Denver, CO                | Colorado   | Southwest Airlines Co.                                  |    5419
 Pueblo, CO                | Colorado   | USA Jet Airlines Inc.                                   |     270
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |     918
 Denver, CO                | Colorado   | United Air Lines Inc.                                   |    2266
(484 rows)

       origin_city_name       | origin_state_name |     destination_city      |                      airline_name                       
------------------------------+-------------------+---------------------------+---------------------------------------------------------
 Albany, NY                   | New York          | Denver, CO                | Southwest Airlines Co.
 Albuquerque, NM              | New Mexico        | Alamosa, CO               | Boutique Air
 Albuquerque, NM              | New Mexico        | Alamosa, CO               | Empire Airlines Inc.
 Albuquerque, NM              | New Mexico        | Alamosa, CO               | Federal Express Corporation
 Albuquerque, NM              | New Mexico        | Alamosa, CO               | GoJet Airlines LLC d/b/a United Express
 Albuquerque, NM              | New Mexico        | Alamosa, CO               | Republic Airlines
 Albuquerque, NM              | New Mexico        | Alamosa, CO               | SkyWest Airlines Inc.
 Albuquerque, NM              | New Mexico        | Alamosa, CO               | Southwest Airlines Co.
 Albuquerque, NM              | New Mexico        | Alamosa, CO               | Trans States Airlines
 Albuquerque, NM              | New Mexico        | Alamosa, CO               | United Air Lines Inc.
 Albuquerque, NM              | New Mexico        | Denver, CO                | Boutique Air
 Albuquerque, NM              | New Mexico        | Denver, CO                | Empire Airlines Inc.
 Albuquerque, NM              | New Mexico        | Denver, CO                | Federal Express Corporation
 Albuquerque, NM              | New Mexico        | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Albuquerque, NM              | New Mexico        | Denver, CO                | Republic Airlines
 Albuquerque, NM              | New Mexico        | Denver, CO                | SkyWest Airlines Inc.
 Albuquerque, NM              | New Mexico        | Denver, CO                | Southwest Airlines Co.
 Albuquerque, NM              | New Mexico        | Denver, CO                | Trans States Airlines
 Albuquerque, NM              | New Mexico        | Denver, CO                | United Air Lines Inc.
 Albuquerque, NM              | New Mexico        | Durango, CO               | Boutique Air
 Albuquerque, NM              | New Mexico        | Durango, CO               | Empire Airlines Inc.
 Albuquerque, NM              | New Mexico        | Durango, CO               | Federal Express Corporation
 Albuquerque, NM              | New Mexico        | Durango, CO               | GoJet Airlines LLC d/b/a United Express
 Albuquerque, NM              | New Mexico        | Durango, CO               | Republic Airlines
 Albuquerque, NM              | New Mexico        | Durango, CO               | SkyWest Airlines Inc.
 Albuquerque, NM              | New Mexico        | Durango, CO               | Southwest Airlines Co.
 Albuquerque, NM              | New Mexico        | Durango, CO               | Trans States Airlines
 Albuquerque, NM              | New Mexico        | Durango, CO               | United Air Lines Inc.
 Alliance, NE                 | Nebraska          | Denver, CO                | Boutique Air
 Amarillo, TX                 | Texas             | Denver, CO                | SkyWest Airlines Inc.
 Amarillo, TX                 | Texas             | Denver, CO                | Trans States Airlines
 Anchorage, AK                | Alaska            | Denver, CO                | United Air Lines Inc.
 Atlanta, GA                  | Georgia           | Colorado Springs, CO      | Ameristar Air Cargo
 Atlanta, GA                  | Georgia           | Colorado Springs, CO      | Delta Air Lines Inc.
 Atlanta, GA                  | Georgia           | Colorado Springs, CO      | Frontier Airlines Inc.
 Atlanta, GA                  | Georgia           | Colorado Springs, CO      | GoJet Airlines LLC d/b/a United Express
 Atlanta, GA                  | Georgia           | Colorado Springs, CO      | Republic Airlines
 Atlanta, GA                  | Georgia           | Colorado Springs, CO      | SkyWest Airlines Inc.
 Atlanta, GA                  | Georgia           | Colorado Springs, CO      | Southwest Airlines Co.
 Atlanta, GA                  | Georgia           | Colorado Springs, CO      | United Air Lines Inc.
 Atlanta, GA                  | Georgia           | Denver, CO                | Ameristar Air Cargo
 Atlanta, GA                  | Georgia           | Denver, CO                | Delta Air Lines Inc.
 Atlanta, GA                  | Georgia           | Denver, CO                | Frontier Airlines Inc.
 Atlanta, GA                  | Georgia           | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Atlanta, GA                  | Georgia           | Denver, CO                | Republic Airlines
 Atlanta, GA                  | Georgia           | Denver, CO                | SkyWest Airlines Inc.
 Atlanta, GA                  | Georgia           | Denver, CO                | Southwest Airlines Co.
 Atlanta, GA                  | Georgia           | Denver, CO                | United Air Lines Inc.
 Austin, TX                   | Texas             | Denver, CO                | Frontier Airlines Inc.
 Austin, TX                   | Texas             | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Austin, TX                   | Texas             | Denver, CO                | Jet Aviation Flight Services, Inc.
 Austin, TX                   | Texas             | Denver, CO                | Republic Airlines
 Austin, TX                   | Texas             | Denver, CO                | SkyWest Airlines Inc.
 Austin, TX                   | Texas             | Denver, CO                | Southwest Airlines Co.
 Austin, TX                   | Texas             | Denver, CO                | United Air Lines Inc.
 Bakersfield, CA              | California        | Denver, CO                | SkyWest Airlines Inc.
 Baltimore, MD                | Maryland          | Denver, CO                | Southwest Airlines Co.
 Baltimore, MD                | Maryland          | Denver, CO                | United Air Lines Inc.
 Bend/Redmond, OR             | Oregon            | Denver, CO                | SkyWest Airlines Inc.
 Billings, MT                 | Montana           | Denver, CO                | SkyWest Airlines Inc.
 Billings, MT                 | Montana           | Denver, CO                | Trans States Airlines
 Billings, MT                 | Montana           | Denver, CO                | United Air Lines Inc.
 Billings, MT                 | Montana           | Denver, CO                | United Parcel Service
 Birmingham, AL               | Alabama           | Denver, CO                | Republic Airlines
 Birmingham, AL               | Alabama           | Denver, CO                | SkyWest Airlines Inc.
 Bismarck/Mandan, ND          | North Dakota      | Denver, CO                | Frontier Airlines Inc.
 Bismarck/Mandan, ND          | North Dakota      | Denver, CO                | SkyWest Airlines Inc.
 Bismarck/Mandan, ND          | North Dakota      | Denver, CO                | Trans States Airlines
 Boise, ID                    | Idaho             | Denver, CO                | SkyWest Airlines Inc.
 Boise, ID                    | Idaho             | Denver, CO                | Southwest Airlines Co.
 Boise, ID                    | Idaho             | Denver, CO                | United Air Lines Inc.
 Boston, MA                   | Massachusetts     | Denver, CO                | JetBlue Airways
 Boston, MA                   | Massachusetts     | Denver, CO                | Southwest Airlines Co.
 Boston, MA                   | Massachusetts     | Denver, CO                | United Air Lines Inc.
 Bozeman, MT                  | Montana           | Denver, CO                | Frontier Airlines Inc.
 Bozeman, MT                  | Montana           | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Bozeman, MT                  | Montana           | Denver, CO                | SkyWest Airlines Inc.
 Bozeman, MT                  | Montana           | Denver, CO                | United Air Lines Inc.
 Branson, MO                  | Missouri          | Denver, CO                | Via Airlines d/b/a Charter Air Transport
 Brownsville, TX              | Texas             | Denver, CO                | Swift Air, LLC
 Bullhead City, AZ            | Arizona           | Denver, CO                | Sun Country Airlines d/b/a MN Airlines
 Bullhead City, AZ            | Arizona           | Fort Collins/Loveland, CO | Sun Country Airlines d/b/a MN Airlines
 Bullhead City, AZ            | Arizona           | Montrose/Delta, CO        | Sun Country Airlines d/b/a MN Airlines
 Bullhead City, AZ            | Arizona           | Pueblo, CO                | Sun Country Airlines d/b/a MN Airlines
 Burbank, CA                  | California        | Denver, CO                | Avjet Corporation
 Burbank, CA                  | California        | Denver, CO                | SkyWest Airlines Inc.
 Burbank, CA                  | California        | Denver, CO                | Southwest Airlines Co.
 Burbank, CA                  | California        | Denver, CO                | United Air Lines Inc.
 Burbank, CA                  | California        | Eagle, CO                 | Avjet Corporation
 Burbank, CA                  | California        | Eagle, CO                 | SkyWest Airlines Inc.
 Burbank, CA                  | California        | Eagle, CO                 | Southwest Airlines Co.
 Burbank, CA                  | California        | Eagle, CO                 | United Air Lines Inc.
 Casper, WY                   | Wyoming           | Denver, CO                | Delta Air Lines Inc.
 Casper, WY                   | Wyoming           | Denver, CO                | Federal Express Corporation
 Casper, WY                   | Wyoming           | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Casper, WY                   | Wyoming           | Denver, CO                | SkyWest Airlines Inc.
 Casper, WY                   | Wyoming           | Denver, CO                | Trans States Airlines
 Casper, WY                   | Wyoming           | Hayden, CO                | Delta Air Lines Inc.
 Casper, WY                   | Wyoming           | Hayden, CO                | Federal Express Corporation
 Casper, WY                   | Wyoming           | Hayden, CO                | GoJet Airlines LLC d/b/a United Express
 Casper, WY                   | Wyoming           | Hayden, CO                | SkyWest Airlines Inc.
 Casper, WY                   | Wyoming           | Hayden, CO                | Trans States Airlines
 Cedar Rapids/Iowa City, IA   | Iowa              | Denver, CO                | Frontier Airlines Inc.
 Cedar Rapids/Iowa City, IA   | Iowa              | Denver, CO                | SkyWest Airlines Inc.
 Cedar Rapids/Iowa City, IA   | Iowa              | Denver, CO                | Trans States Airlines
 Cedar Rapids/Iowa City, IA   | Iowa              | Denver, CO                | United Air Lines Inc.
 Chadron, NE                  | Nebraska          | Denver, CO                | Boutique Air
 Charleston, SC               | South Carolina    | Denver, CO                | Southwest Airlines Co.
 Charlotte, NC                | North Carolina    | Denver, CO                | American Airlines Inc.
 Charlotte, NC                | North Carolina    | Denver, CO                | Frontier Airlines Inc.
 Charlotte, NC                | North Carolina    | Denver, CO                | SkyWest Airlines Inc.
 Charlotte, NC                | North Carolina    | Denver, CO                | United Air Lines Inc.
 Cheyenne, WY                 | Wyoming           | Denver, CO                | Great Lakes Airlines
 Cheyenne, WY                 | Wyoming           | Denver, CO                | Southwest Airlines Co.
 Chicago, IL                  | Illinois          | Aspen, CO                 | American Airlines Inc.
 Chicago, IL                  | Illinois          | Aspen, CO                 | Envoy Air
 Chicago, IL                  | Illinois          | Aspen, CO                 | ExpressJet Airlines Inc.
 Chicago, IL                  | Illinois          | Aspen, CO                 | Frontier Airlines Inc.
 Chicago, IL                  | Illinois          | Aspen, CO                 | GoJet Airlines LLC d/b/a United Express
 Chicago, IL                  | Illinois          | Aspen, CO                 | SkyWest Airlines Inc.
 Chicago, IL                  | Illinois          | Aspen, CO                 | Spirit Air Lines
 Chicago, IL                  | Illinois          | Aspen, CO                 | United Air Lines Inc.
 Chicago, IL                  | Illinois          | Colorado Springs, CO      | American Airlines Inc.
 Chicago, IL                  | Illinois          | Colorado Springs, CO      | Envoy Air
 Chicago, IL                  | Illinois          | Colorado Springs, CO      | ExpressJet Airlines Inc.
 Chicago, IL                  | Illinois          | Colorado Springs, CO      | Frontier Airlines Inc.
 Chicago, IL                  | Illinois          | Colorado Springs, CO      | GoJet Airlines LLC d/b/a United Express
 Chicago, IL                  | Illinois          | Colorado Springs, CO      | SkyWest Airlines Inc.
 Chicago, IL                  | Illinois          | Colorado Springs, CO      | Spirit Air Lines
 Chicago, IL                  | Illinois          | Colorado Springs, CO      | United Air Lines Inc.
 Chicago, IL                  | Illinois          | Denver, CO                | American Airlines Inc.
 Chicago, IL                  | Illinois          | Denver, CO                | Envoy Air
 Chicago, IL                  | Illinois          | Denver, CO                | ExpressJet Airlines Inc.
 Chicago, IL                  | Illinois          | Denver, CO                | Frontier Airlines Inc.
 Chicago, IL                  | Illinois          | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Chicago, IL                  | Illinois          | Denver, CO                | Kalitta Charters II
 Chicago, IL                  | Illinois          | Denver, CO                | SkyWest Airlines Inc.
 Chicago, IL                  | Illinois          | Denver, CO                | Southwest Airlines Co.
 Chicago, IL                  | Illinois          | Denver, CO                | Spirit Air Lines
 Chicago, IL                  | Illinois          | Denver, CO                | United Air Lines Inc.
 Chicago, IL                  | Illinois          | Grand Junction, CO        | American Airlines Inc.
 Chicago, IL                  | Illinois          | Grand Junction, CO        | Envoy Air
 Chicago, IL                  | Illinois          | Grand Junction, CO        | ExpressJet Airlines Inc.
 Chicago, IL                  | Illinois          | Grand Junction, CO        | Frontier Airlines Inc.
 Chicago, IL                  | Illinois          | Grand Junction, CO        | GoJet Airlines LLC d/b/a United Express
 Chicago, IL                  | Illinois          | Grand Junction, CO        | SkyWest Airlines Inc.
 Chicago, IL                  | Illinois          | Grand Junction, CO        | Spirit Air Lines
 Chicago, IL                  | Illinois          | Grand Junction, CO        | United Air Lines Inc.
 Chicago, IL                  | Illinois          | Montrose/Delta, CO        | American Airlines Inc.
 Chicago, IL                  | Illinois          | Montrose/Delta, CO        | Envoy Air
 Chicago, IL                  | Illinois          | Montrose/Delta, CO        | ExpressJet Airlines Inc.
 Chicago, IL                  | Illinois          | Montrose/Delta, CO        | Frontier Airlines Inc.
 Chicago, IL                  | Illinois          | Montrose/Delta, CO        | GoJet Airlines LLC d/b/a United Express
 Chicago, IL                  | Illinois          | Montrose/Delta, CO        | SkyWest Airlines Inc.
 Chicago, IL                  | Illinois          | Montrose/Delta, CO        | Spirit Air Lines
 Chicago, IL                  | Illinois          | Montrose/Delta, CO        | United Air Lines Inc.
 Cincinnati, OH               | Kentucky          | Denver, CO                | Allegiant Air
 Cincinnati, OH               | Kentucky          | Denver, CO                | Delta Air Lines Inc.
 Cincinnati, OH               | Kentucky          | Denver, CO                | Endeavor Air Inc.
 Cincinnati, OH               | Kentucky          | Denver, CO                | Frontier Airlines Inc.
 Cincinnati, OH               | Kentucky          | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Cincinnati, OH               | Kentucky          | Denver, CO                | SkyWest Airlines Inc.
 Cincinnati, OH               | Kentucky          | Denver, CO                | Southern Air Inc.
 Cincinnati, OH               | Kentucky          | Denver, CO                | United Air Lines Inc.
 Cleveland, OH                | Ohio              | Denver, CO                | Frontier Airlines Inc.
 Cleveland, OH                | Ohio              | Denver, CO                | Republic Airlines
 Cleveland, OH                | Ohio              | Denver, CO                | SkyWest Airlines Inc.
 Cleveland, OH                | Ohio              | Denver, CO                | Southwest Airlines Co.
 Cleveland, OH                | Ohio              | Denver, CO                | United Air Lines Inc.
 Cody, WY                     | Wyoming           | Denver, CO                | SkyWest Airlines Inc.
 Cody, WY                     | Wyoming           | Denver, CO                | Trans States Airlines
 Columbus, OH                 | Ohio              | Denver, CO                | Frontier Airlines Inc.
 Columbus, OH                 | Ohio              | Denver, CO                | Jet Aviation Flight Services, Inc.
 Columbus, OH                 | Ohio              | Denver, CO                | Republic Airlines
 Columbus, OH                 | Ohio              | Denver, CO                | SkyWest Airlines Inc.
 Columbus, OH                 | Ohio              | Denver, CO                | Southwest Airlines Co.
 Columbus, OH                 | Ohio              | Denver, CO                | United Air Lines Inc.
 CONCORD, NC                  | North Carolina    | Eagle, CO                 | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways
 Dallas, TX                   | Texas             | Colorado Springs, CO      | Southwest Airlines Co.
 Dallas, TX                   | Texas             | Denver, CO                | Southwest Airlines Co.
 Dallas/Fort Worth, TX        | Texas             | Aspen, CO                 | American Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Aspen, CO                 | Envoy Air
 Dallas/Fort Worth, TX        | Texas             | Aspen, CO                 | Frontier Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Aspen, CO                 | GoJet Airlines LLC d/b/a United Express
 Dallas/Fort Worth, TX        | Texas             | Aspen, CO                 | Mesa Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Aspen, CO                 | Republic Airlines
 Dallas/Fort Worth, TX        | Texas             | Aspen, CO                 | SkyWest Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Aspen, CO                 | Spirit Air Lines
 Dallas/Fort Worth, TX        | Texas             | Aspen, CO                 | United Air Lines Inc.
 Dallas/Fort Worth, TX        | Texas             | Colorado Springs, CO      | American Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Colorado Springs, CO      | Envoy Air
 Dallas/Fort Worth, TX        | Texas             | Colorado Springs, CO      | Frontier Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Colorado Springs, CO      | GoJet Airlines LLC d/b/a United Express
 Dallas/Fort Worth, TX        | Texas             | Colorado Springs, CO      | Mesa Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Colorado Springs, CO      | Republic Airlines
 Dallas/Fort Worth, TX        | Texas             | Colorado Springs, CO      | SkyWest Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Colorado Springs, CO      | Spirit Air Lines
 Dallas/Fort Worth, TX        | Texas             | Colorado Springs, CO      | United Air Lines Inc.
 Dallas/Fort Worth, TX        | Texas             | Denver, CO                | American Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Denver, CO                | Envoy Air
 Dallas/Fort Worth, TX        | Texas             | Denver, CO                | Federal Express Corporation
 Dallas/Fort Worth, TX        | Texas             | Denver, CO                | Frontier Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Dallas/Fort Worth, TX        | Texas             | Denver, CO                | Mesa Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Denver, CO                | Republic Airlines
 Dallas/Fort Worth, TX        | Texas             | Denver, CO                | SkyWest Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Denver, CO                | Spirit Air Lines
 Dallas/Fort Worth, TX        | Texas             | Denver, CO                | United Air Lines Inc.
 Dallas/Fort Worth, TX        | Texas             | Durango, CO               | American Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Durango, CO               | Envoy Air
 Dallas/Fort Worth, TX        | Texas             | Durango, CO               | Frontier Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Durango, CO               | GoJet Airlines LLC d/b/a United Express
 Dallas/Fort Worth, TX        | Texas             | Durango, CO               | Mesa Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Durango, CO               | Republic Airlines
 Dallas/Fort Worth, TX        | Texas             | Durango, CO               | SkyWest Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Durango, CO               | Spirit Air Lines
 Dallas/Fort Worth, TX        | Texas             | Durango, CO               | United Air Lines Inc.
 Dallas/Fort Worth, TX        | Texas             | Eagle, CO                 | American Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Eagle, CO                 | Envoy Air
 Dallas/Fort Worth, TX        | Texas             | Eagle, CO                 | Frontier Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Eagle, CO                 | GoJet Airlines LLC d/b/a United Express
 Dallas/Fort Worth, TX        | Texas             | Eagle, CO                 | Mesa Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Eagle, CO                 | Republic Airlines
 Dallas/Fort Worth, TX        | Texas             | Eagle, CO                 | SkyWest Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Eagle, CO                 | Spirit Air Lines
 Dallas/Fort Worth, TX        | Texas             | Eagle, CO                 | United Air Lines Inc.
 Dallas/Fort Worth, TX        | Texas             | Grand Junction, CO        | American Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Grand Junction, CO        | Envoy Air
 Dallas/Fort Worth, TX        | Texas             | Grand Junction, CO        | Frontier Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Grand Junction, CO        | GoJet Airlines LLC d/b/a United Express
 Dallas/Fort Worth, TX        | Texas             | Grand Junction, CO        | Mesa Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Grand Junction, CO        | Republic Airlines
 Dallas/Fort Worth, TX        | Texas             | Grand Junction, CO        | SkyWest Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Grand Junction, CO        | Spirit Air Lines
 Dallas/Fort Worth, TX        | Texas             | Grand Junction, CO        | United Air Lines Inc.
 Dallas/Fort Worth, TX        | Texas             | Montrose/Delta, CO        | American Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Montrose/Delta, CO        | Envoy Air
 Dallas/Fort Worth, TX        | Texas             | Montrose/Delta, CO        | Frontier Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Montrose/Delta, CO        | GoJet Airlines LLC d/b/a United Express
 Dallas/Fort Worth, TX        | Texas             | Montrose/Delta, CO        | Mesa Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Montrose/Delta, CO        | Republic Airlines
 Dallas/Fort Worth, TX        | Texas             | Montrose/Delta, CO        | SkyWest Airlines Inc.
 Dallas/Fort Worth, TX        | Texas             | Montrose/Delta, CO        | Spirit Air Lines
 Dallas/Fort Worth, TX        | Texas             | Montrose/Delta, CO        | United Air Lines Inc.
 Dayton, OH                   | Ohio              | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Dayton, OH                   | Ohio              | Denver, CO                | SkyWest Airlines Inc.
 Des Moines, IA               | Iowa              | Denver, CO                | Frontier Airlines Inc.
 Des Moines, IA               | Iowa              | Denver, CO                | GoJet Airlines LLC d/b/a United Express
 Des Moines, IA               | Iowa              | Denver, CO                | Republic Airlines
 Des Moines, IA               | Iowa              | Denver, CO                | SkyWest Airlines Inc.
 Des Moines, IA               | Iowa              | Denver, CO                | Tradewind Aviation
 Des Moines, IA               | Iowa              | Denver, CO                | Trans States Airlines
 Des Moines, IA               | Iowa              | Denver, CO                | United Air Lines Inc.
 Detroit, MI                  | Michigan          | Denver, CO                | Delta Air Lines Inc.
 Detroit, MI                  | Michigan          | Denver, CO                | Frontier Airlines Inc.
 Detroit, MI                  | Michigan          | Denver, CO                | Southwest Airlines Co.
 Detroit, MI                  | Michigan          | Denver, CO                | Spirit Air Lines
 Detroit, MI                  | Michigan          | Denver, CO                | United Air Lines Inc.
 Devils Lake, ND              | North Dakota      | Denver, CO                | SkyWest Airlines Inc.
 Dickinson, ND                | North Dakota      | Denver, CO                | Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways
 Dickinson, ND                | North Dakota      | Denver, CO                | Trans States Airlines
 Dodge City, KS               | Kansas            | Denver, CO                | Peninsula Airways Inc.
 El Paso, TX                  | Texas             | Denver, CO                | Republic Airlines
 El Paso, TX                  | Texas             | Denver, CO                | SkyWest Airlines Inc.
 El Paso, TX                  | Texas             | Denver, CO                | Trans States Airlines
 Eugene, OR                   | Oregon            | Denver, CO                | SkyWest Airlines Inc.
 Eugene, OR                   | Oregon            | Denver, CO                | United Air Lines Inc.
 Fargo, ND                    | North Dakota      | Denver, CO                | SkyWest Airlines Inc.
 Fargo, ND                    | North Dakota      | Denver, CO                | Trans States Airlines
 Farmington, NM               | New Mexico        | Denver, CO                | Empire Airlines Inc.
 Farmington, NM               | New Mexico        | Denver, CO                | Federal Express Corporation
 Farmington, NM               | New Mexico        | Denver, CO                | Great Lakes Airlines
 Farmington, NM               | New Mexico        | Durango, CO               | Empire Airlines Inc.
 Farmington, NM               | New Mexico        | Durango, CO               | Federal Express Corporation
 Farmington, NM               | New Mexico        | Durango, CO               | Great Lakes Airlines
 Fayetteville, AR             | Arkansas          | Denver, CO                | Republic Airlines
 Fayetteville, AR             | Arkansas          | Denver, CO                | SkyWest Airlines Inc.
 Fayetteville, AR             | Arkansas          | Denver, CO                | Trans States Airlines
 Fort Lauderdale, FL          | Florida           | Denver, CO                | Southwest Airlines Co.
 Fort Lauderdale, FL          | Florida           | Denver, CO                | Spirit Air Lines
 Fort Lauderdale, FL          | Florida           | Denver, CO                | United Air Lines Inc.
 Fort Myers, FL               | Florida           | Denver, CO                | Southwest Airlines Co.
 Fresno, CA                   | California        | Colorado Springs, CO      | Federal Express Corporation
 Fresno, CA                   | California        | Colorado Springs, CO      | SkyWest Airlines Inc.
 Fresno, CA                   | California        | Denver, CO                | Federal Express Corporation
 Fresno, CA                   | California        | Denver, CO                | SkyWest Airlines Inc.
 Fresno, CA                   | California        | Grand Junction, CO        | Federal Express Corporation
 Fresno, CA                   | California        | Grand Junction, CO        | SkyWest Airlines Inc.
 Gadsden, AL                  | Alabama           | Pueblo, CO                | USA Jet Airlines Inc.
